rgn_id, Species Name,Year,Count
1,ALASKA POLLOCK(=WALLEYE POLL.),2015,0
1,ALASKA POLLOCK(=WALLEYE POLL.),2014,0
1,ALASKA POLLOCK(=WALLEYE POLL.),2013,1
1,ALASKA POLLOCK(=WALLEYE POLL.),2012,0
1,ALASKA POLLOCK(=WALLEYE POLL.),2011,0
1,AMBERJACK / GIANT YELLOWTAIL,2015,0
1,AMBERJACK / GIANT YELLOWTAIL,2014,0
1,AMBERJACK / GIANT YELLOWTAIL,2013,1
1,AMBERJACK / GIANT YELLOWTAIL,2012,0
1,AMBERJACK / GIANT YELLOWTAIL,2011,0
1,AMBERSTRIP SCAD,2015,0
1,AMBERSTRIP SCAD,2014,0
1,AMBERSTRIP SCAD,2013,1
1,AMBERSTRIP SCAD,2012,0
1,AMBERSTRIP SCAD,2011,0
1,ATLANTIC POMFRET / RAY'S BREAM,2015,0
1,ATLANTIC POMFRET / RAY'S BREAM,2014,0
1,ATLANTIC POMFRET / RAY'S BREAM,2013,0
1,ATLANTIC POMFRET / RAY'S BREAM,2012,0
1,ATLANTIC POMFRET / RAY'S BREAM,2011,1
1,BARRACUDINAS  (FAMILY),2015,1
1,BARRACUDINAS  (FAMILY),2014,0
1,BARRACUDINAS  (FAMILY),2013,0
1,BARRACUDINAS  (FAMILY),2012,0
1,BARRACUDINAS  (FAMILY),2011,0
1,BIGEYE THRESHER SHARK,2015,0
1,BIGEYE THRESHER SHARK,2014,2
1,BIGEYE THRESHER SHARK,2013,0
1,BIGEYE THRESHER SHARK,2012,0
1,BIGEYE THRESHER SHARK,2011,1
1,BIRD (UNIDENTIFIED),2015,0
1,BIRD (UNIDENTIFIED),2014,0
1,BIRD (UNIDENTIFIED),2013,1
1,BIRD (UNIDENTIFIED),2012,1
1,BIRD (UNIDENTIFIED),2011,2
1,Black Bream,2015,0
1,Black Bream,2014,0
1,Black Bream,2013,3
1,Black Bream,2012,0
1,Black Bream,2011,1
1,BLACK MACKEREL,2015,1
1,BLACK MACKEREL,2014,1
1,BLACK MACKEREL,2013,3
1,BLACK MACKEREL,2012,2
1,BLACK MACKEREL,2011,1
1,BLACK TRIGGERFISH,2015,0
1,BLACK TRIGGERFISH,2014,0
1,BLACK TRIGGERFISH,2013,0
1,BLACK TRIGGERFISH,2012,0
1,BLACK TRIGGERFISH,2011,1
1,BLACKFIN BARRACUDA,2015,0
1,BLACKFIN BARRACUDA,2014,0
1,BLACKFIN BARRACUDA,2013,0
1,BLACKFIN BARRACUDA,2012,0
1,BLACKFIN BARRACUDA,2011,12
1,BLACK-FOOTED ALBATROSS,2015,0
1,BLACK-FOOTED ALBATROSS,2014,0
1,BLACK-FOOTED ALBATROSS,2013,0
1,BLACK-FOOTED ALBATROSS,2012,0
1,BLACK-FOOTED ALBATROSS,2011,1
1,BLUE SHARK,2015,175
1,BLUE SHARK,2014,295
1,BLUE SHARK,2013,54
1,BLUE SHARK,2012,258
1,BLUE SHARK,2011,345
1,BLUE SPRAT,2015,0
1,BLUE SPRAT,2014,0
1,BLUE SPRAT,2013,0
1,BLUE SPRAT,2012,1
1,BLUE SPRAT,2011,0
1,BRILLIANT POMFRET,2015,0
1,BRILLIANT POMFRET,2014,0
1,BRILLIANT POMFRET,2013,2
1,BRILLIANT POMFRET,2012,0
1,BRILLIANT POMFRET,2011,1
1,BRONZE WHALER SHARK,2015,0
1,BRONZE WHALER SHARK,2014,0
1,BRONZE WHALER SHARK,2013,0
1,BRONZE WHALER SHARK,2012,0
1,BRONZE WHALER SHARK,2011,10
1,BULL SHARK,2015,0
1,BULL SHARK,2014,0
1,BULL SHARK,2013,0
1,BULL SHARK,2012,3
1,BULL SHARK,2011,1
1,CAPE PIGEON,2015,0
1,CAPE PIGEON,2014,0
1,CAPE PIGEON,2013,2
1,CAPE PIGEON,2012,0
1,CAPE PIGEON,2011,0
1,CHINA ANCHOVY                                     ,2015,0
1,CHINA ANCHOVY                                     ,2014,0
1,CHINA ANCHOVY                                     ,2013,0
1,CHINA ANCHOVY                                     ,2012,1
1,CHINA ANCHOVY                                     ,2011,2
1,COBIA,2015,0
1,COBIA,2014,0
1,COBIA,2013,0
1,COBIA,2012,3
1,COBIA,2011,0
1,CRESTFISH,2015,0
1,CRESTFISH,2014,1
1,CRESTFISH,2013,0
1,CRESTFISH,2012,0
1,CRESTFISH,2011,0
1,CRESTFISH/UNICORNFISH,2015,1
1,CRESTFISH/UNICORNFISH,2014,4
1,CRESTFISH/UNICORNFISH,2013,0
1,CRESTFISH/UNICORNFISH,2012,0
1,CRESTFISH/UNICORNFISH,2011,3
1,CROCODILE SHARK,2015,0
1,CROCODILE SHARK,2014,1
1,CROCODILE SHARK,2013,0
1,CROCODILE SHARK,2012,0
1,CROCODILE SHARK,2011,0
1,Devil Manta Ray (Mobula nei),2015,1
1,Devil Manta Ray (Mobula nei),2014,0
1,Devil Manta Ray (Mobula nei),2013,0
1,Devil Manta Ray (Mobula nei),2012,0
1,Devil Manta Ray (Mobula nei),2011,0
1,ESCOLAR,2015,14
1,ESCOLAR,2014,68
1,ESCOLAR,2013,16
1,ESCOLAR,2012,53
1,ESCOLAR,2011,59
1,FILEFISHES,2015,0
1,FILEFISHES,2014,0
1,FILEFISHES,2013,0
1,FILEFISHES,2012,1
1,FILEFISHES,2011,1
1,GEMFISH (SOUTHERN OR SILVER KINGFISH),2015,0
1,GEMFISH (SOUTHERN OR SILVER KINGFISH),2014,3
1,GEMFISH (SOUTHERN OR SILVER KINGFISH),2013,1
1,GEMFISH (SOUTHERN OR SILVER KINGFISH),2012,3
1,GEMFISH (SOUTHERN OR SILVER KINGFISH),2011,2
1,GLAUERT'S ANGLERFISH                              ,2015,1
1,GLAUERT'S ANGLERFISH                              ,2014,0
1,GLAUERT'S ANGLERFISH                              ,2013,3
1,GLAUERT'S ANGLERFISH                              ,2012,0
1,GLAUERT'S ANGLERFISH                              ,2011,0
1,GREAT BARRACUDA,2015,38
1,GREAT BARRACUDA,2014,120
1,GREAT BARRACUDA,2013,99
1,GREAT BARRACUDA,2012,133
1,GREAT BARRACUDA,2011,176
1,GREAT HAMMERHEAD,2015,0
1,GREAT HAMMERHEAD,2014,0
1,GREAT HAMMERHEAD,2013,1
1,GREAT HAMMERHEAD,2012,0
1,GREAT HAMMERHEAD,2011,0
1,GREATER AMBERJACK,2015,0
1,GREATER AMBERJACK,2014,1
1,GREATER AMBERJACK,2013,3
1,GREATER AMBERJACK,2012,0
1,GREATER AMBERJACK,2011,1
1,GREEN TURTLE,2015,0
1,GREEN TURTLE,2014,1
1,GREEN TURTLE,2013,0
1,GREEN TURTLE,2012,0
1,GREEN TURTLE,2011,0
1,GREY REEF SHARK,2015,14
1,GREY REEF SHARK,2014,6
1,GREY REEF SHARK,2013,3
1,GREY REEF SHARK,2012,3
1,GREY REEF SHARK,2011,15
1,HAWKSBILL TURTLE,2015,0
1,HAWKSBILL TURTLE,2014,0
1,HAWKSBILL TURTLE,2013,0
1,HAWKSBILL TURTLE,2012,0
1,HAWKSBILL TURTLE,2011,1
1,LONG FINNED MAKO SHARK,2015,0
1,LONG FINNED MAKO SHARK,2014,0
1,LONG FINNED MAKO SHARK,2013,0
1,LONG FINNED MAKO SHARK,2012,18
1,LONG FINNED MAKO SHARK,2011,3
1,LONGSNOUTED LANCETFISH,2015,266
1,LONGSNOUTED LANCETFISH,2014,809
1,LONGSNOUTED LANCETFISH,2013,554
1,LONGSNOUTED LANCETFISH,2012,633
1,LONGSNOUTED LANCETFISH,2011,925
1,MAHI MAHI / DOLPHINFISH / DORADO,2015,159
1,MAHI MAHI / DOLPHINFISH / DORADO,2014,1083
1,MAHI MAHI / DOLPHINFISH / DORADO,2013,539
1,MAHI MAHI / DOLPHINFISH / DORADO,2012,379
1,MAHI MAHI / DOLPHINFISH / DORADO,2011,926
1,Melon-headed whale,2015,1
1,Melon-headed whale,2014,0
1,Melon-headed whale,2013,0
1,Melon-headed whale,2012,0
1,Melon-headed whale,2011,0
1,OCEAN SUNFISH,2015,0
1,OCEAN SUNFISH,2014,0
1,OCEAN SUNFISH,2013,0
1,OCEAN SUNFISH,2012,1
1,OCEAN SUNFISH,2011,0
1,OCEANIC WHITE-TIP SHARK,2015,1
1,OCEANIC WHITE-TIP SHARK,2014,12
1,OCEANIC WHITE-TIP SHARK,2013,3
1,OCEANIC WHITE-TIP SHARK,2012,7
1,OCEANIC WHITE-TIP SHARK,2011,7
1,OCELLATED ANGELSHARK                              ,2015,0
1,OCELLATED ANGELSHARK                              ,2014,0
1,OCELLATED ANGELSHARK                              ,2013,1
1,OCELLATED ANGELSHARK                              ,2012,0
1,OCELLATED ANGELSHARK                              ,2011,0
1,OILFISH,2015,1
1,OILFISH,2014,0
1,OILFISH,2013,34
1,OILFISH,2012,0
1,OILFISH,2011,1
1,OLIVE RIDLEY TURTLE (NEW FAO),2015,0
1,OLIVE RIDLEY TURTLE (NEW FAO),2014,1
1,OLIVE RIDLEY TURTLE (NEW FAO),2013,0
1,OLIVE RIDLEY TURTLE (NEW FAO),2012,0
1,OLIVE RIDLEY TURTLE (NEW FAO),2011,0
1,OPAH / MOONFISH,2015,129
1,OPAH / MOONFISH,2014,205
1,OPAH / MOONFISH,2013,124
1,OPAH / MOONFISH,2012,77
1,OPAH / MOONFISH,2011,89
1,ORANGE-SPOTTED EMPEROR,2015,0
1,ORANGE-SPOTTED EMPEROR,2014,1
1,ORANGE-SPOTTED EMPEROR,2014,0
1,ORANGE-SPOTTED EMPEROR,2013,0
1,ORANGE-SPOTTED EMPEROR,2012,1
1,OTHER FISH,2015,0
1,OTHER FISH,2014,0
1,OTHER FISH,2013,0
1,OTHER FISH,2012,0
1,OTHER FISH,2011,20
1,PELAGIC PUFFER,2015,0
1,PELAGIC PUFFER,2014,6
1,PELAGIC PUFFER,2013,2
1,PELAGIC PUFFER,2012,4
1,PELAGIC PUFFER,2011,0
1,PELAGIC STING-RAY,2015,51
1,PELAGIC STING-RAY,2014,175
1,PELAGIC STING-RAY,2013,88
1,PELAGIC STING-RAY,2012,81
1,PELAGIC STING-RAY,2011,83
1,PELAGIC THRESHER SHARK,2015,12
1,PELAGIC THRESHER SHARK,2014,6
1,PELAGIC THRESHER SHARK,2013,4
1,PELAGIC THRESHER SHARK,2012,9
1,PELAGIC THRESHER SHARK,2011,9
1,PETRELS AND PUFFINS,2015,0
1,PETRELS AND PUFFINS,2014,2
1,PETRELS AND PUFFINS,2013,0
1,PETRELS AND PUFFINS,2012,0
1,PETRELS AND PUFFINS,2011,2
1,PILOT FISH,2015,0
1,PILOT FISH,2014,0
1,PILOT FISH,2013,0
1,PILOT FISH,2012,0
1,PILOT FISH,2011,1
1,POMFRETS AND OCEAN BREAMS,2015,11
1,POMFRETS AND OCEAN BREAMS,2014,4
1,POMFRETS AND OCEAN BREAMS,2013,0
1,POMFRETS AND OCEAN BREAMS,2012,6
1,POMFRETS AND OCEAN BREAMS,2011,5
1,PUFFERS (FAMILY),2015,0
1,PUFFERS (FAMILY),2014,0
1,PUFFERS (FAMILY),2013,0
1,PUFFERS (FAMILY),2012,0
1,PUFFERS (FAMILY),2011,2
1,RAINBOW RUNNER,2015,0
1,RAINBOW RUNNER,2014,2
1,RAINBOW RUNNER,2013,0
1,RAINBOW RUNNER,2012,0
1,RAINBOW RUNNER,2011,4
1,ROUDI ESCOLAR,2015,1
1,ROUDI ESCOLAR,2014,0
1,ROUDI ESCOLAR,2013,0
1,ROUDI ESCOLAR,2012,0
1,ROUDI ESCOLAR,2011,0
1,SANDBAR SHARK,2015,0
1,SANDBAR SHARK,2014,0
1,SANDBAR SHARK,2013,0
1,SANDBAR SHARK,2012,3
1,SANDBAR SHARK,2011,1
1,SARGENT MAJOR,2015,0
1,SARGENT MAJOR,2014,1
1,SARGENT MAJOR,2013,3
1,SARGENT MAJOR,2012,2
1,SARGENT MAJOR,2011,0
1,SHARK FINS,2015,0
1,SHARK FINS,2014,0
1,SHARK FINS,2013,0
1,SHARK FINS,2012,1
1,SHARK FINS,2011,0
1,SHARKS (UNIDENTIFIED),2015,0
1,SHARKS (UNIDENTIFIED),2014,79
1,SHARKS (UNIDENTIFIED),2013,62
1,SHARKS (UNIDENTIFIED),2012,0
1,SHARKS (UNIDENTIFIED),2011,2
1,SHORT FINNED MAKO SHARK,2015,14
1,SHORT FINNED MAKO SHARK,2014,25
1,SHORT FINNED MAKO SHARK,2013,6
1,SHORT FINNED MAKO SHARK,2012,29
1,SHORT FINNED MAKO SHARK,2011,31
1,SHORTSNOUTED LANCETFISH,2015,0
1,SHORTSNOUTED LANCETFISH,2014,0
1,SHORTSNOUTED LANCETFISH,2013,0
1,SHORTSNOUTED LANCETFISH,2012,0
1,SHORTSNOUTED LANCETFISH,2011,1
1,SHORT-TAILED BLACK RAY,2015,0
1,SHORT-TAILED BLACK RAY,2014,2
1,SHORT-TAILED BLACK RAY,2013,0
1,SHORT-TAILED BLACK RAY,2012,0
1,SHORT-TAILED BLACK RAY,2011,0
1,SICKLE POMFRET,2015,1
1,SICKLE POMFRET,2014,4
1,SICKLE POMFRET,2013,6
1,SICKLE POMFRET,2012,0
1,SICKLE POMFRET,2011,0
1,SILKY SHARK,2015,6
1,SILKY SHARK,2014,5
1,SILKY SHARK,2013,5
1,SILKY SHARK,2012,8
1,SILKY SHARK,2011,38
1,Silver biddy,2015,0
1,Silver biddy,2014,1
1,Silver biddy,2013,0
1,Silver biddy,2012,0
1,Silver biddy,2011,0
1,SILVER-TIP SHARK,2015,0
1,SILVER-TIP SHARK,2014,0
1,SILVER-TIP SHARK,2013,0
1,SILVER-TIP SHARK,2012,6
1,SILVER-TIP SHARK,2011,4
1,Slender sunfish,2015,0
1,Slender sunfish,2014,0
1,Slender sunfish,2013,1
1,Slender sunfish,2012,13
1,Slender sunfish,2011,12
1,SMOOTH HAMMERHEAD,2015,0
1,SMOOTH HAMMERHEAD,2014,0
1,SMOOTH HAMMERHEAD,2013,0
1,SMOOTH HAMMERHEAD,2012,1
1,SMOOTH HAMMERHEAD,2011,0
1,SNAKE MACKEREL,2015,3
1,SNAKE MACKEREL,2014,52
1,SNAKE MACKEREL,2013,9
1,SNAKE MACKEREL,2012,14
1,SNAKE MACKEREL,2011,24
1,THRESHER SHARK  (VULPINAS),2015,0
1,THRESHER SHARK  (VULPINAS),2014,1
1,THRESHER SHARK  (VULPINAS),2013,1
1,THRESHER SHARK  (VULPINAS),2012,0
1,THRESHER SHARK  (VULPINAS),2011,1
1,TIGER SHARK,2015,0
1,TIGER SHARK,2014,1
1,TIGER SHARK,2013,3
1,TIGER SHARK,2012,3
1,TIGER SHARK,2011,4
1,UNSPECIFIED,2015,0
1,UNSPECIFIED,2014,4
1,UNSPECIFIED,2013,37
1,UNSPECIFIED,2012,19
1,UNSPECIFIED,2011,2
1,WAHOO,2015,49
1,WAHOO,2014,174
1,WAHOO,2013,205
1,WAHOO,2012,110
1,WAHOO,2011,226
